2024-06-17T01:17:13.127+05:30  INFO 8936 --- [Employee-Management-Portal] [restartedMain] .M.P.EmployeeManagementPortalApplication : Starting EmployeeManagementPortalApplication using Java 17.0.10 with PID 8936 (C:\Users\LEGION\Desktop\github_final\Capastone_Project_Employee_Management_Portal\Employee-Management-Portal\target\classes started by LEGION in C:\Users\LEGION\Desktop\github_final\Capastone_Project_Employee_Management_Portal\Employee-Management-Portal)
2024-06-17T01:17:13.135+05:30  INFO 8936 --- [Employee-Management-Portal] [restartedMain] .M.P.EmployeeManagementPortalApplication : No active profile set, falling back to 1 default profile: "default"
2024-06-17T01:17:13.202+05:30  INFO 8936 --- [Employee-Management-Portal] [restartedMain] .e.DevToolsPropertyDefaultsPostProcessor : Devtools property defaults active! Set 'spring.devtools.add-properties' to 'false' to disable
2024-06-17T01:17:13.202+05:30  INFO 8936 --- [Employee-Management-Portal] [restartedMain] .e.DevToolsPropertyDefaultsPostProcessor : For additional web related logging consider setting the 'logging.level.web' property to 'DEBUG'
2024-06-17T01:17:14.265+05:30  INFO 8936 --- [Employee-Management-Portal] [restartedMain] .s.d.r.c.RepositoryConfigurationDelegate : Bootstrapping Spring Data JPA repositories in DEFAULT mode.
2024-06-17T01:17:14.363+05:30  INFO 8936 --- [Employee-Management-Portal] [restartedMain] .s.d.r.c.RepositoryConfigurationDelegate : Finished Spring Data repository scanning in 83 ms. Found 4 JPA repository interfaces.
2024-06-17T01:18:30.702+05:30  INFO 8936 --- [Employee-Management-Portal] [http-nio-8080-exec-4] c.e.E.M.P.controller.AdminController     : Ended get all employees controller
2024-06-17T01:19:15.847+05:30  INFO 8936 --- [Employee-Management-Portal] [http-nio-8080-exec-1] c.e.E.M.P.controller.AdminController     : Started get all employees controller
2024-06-17T01:19:15.859+05:30  INFO 8936 --- [Employee-Management-Portal] [http-nio-8080-exec-1] c.e.E.M.P.controller.AdminController     : Ended get all employees controller
2024-06-17T01:19:19.738+05:30  INFO 8936 --- [Employee-Management-Portal] [http-nio-8080-exec-5] c.e.E.M.P.controller.AdminController     : Started get all managers controller
2024-06-17T01:19:19.749+05:30  INFO 8936 --- [Employee-Management-Portal] [http-nio-8080-exec-5] c.e.E.M.P.controller.AdminController     : Ended get all managers controller
2024-06-17T01:19:19.778+05:30  INFO 8936 --- [Employee-Management-Portal] [http-nio-8080-exec-6] c.e.E.M.P.controller.AdminController     : Started get all projects by manager id controller
2024-06-17T01:19:19.793+05:30  INFO 8936 --- [Employee-Management-Portal] [http-nio-8080-exec-4] c.e.E.M.P.controller.AdminController     : Started get all projects by manager id controller
2024-06-17T01:19:19.793+05:30  INFO 8936 --- [Employee-Management-Portal] [http-nio-8080-exec-6] c.e.E.M.P.controller.AdminController     : Ended get all projects by manager id controller
2024-06-17T01:19:19.810+05:30  INFO 8936 --- [Employee-Management-Portal] [http-nio-8080-exec-4] c.e.E.M.P.controller.AdminController     : Ended get all projects by manager id controller
2024-06-17T01:19:19.812+05:30  INFO 8936 --- [Employee-Management-Portal] [http-nio-8080-exec-1] c.e.E.M.P.controller.AdminController     : Started get all projects by manager id controller
2024-06-17T01:19:19.822+05:30  INFO 8936 --- [Employee-Management-Portal] [http-nio-8080-exec-1] c.e.E.M.P.controller.AdminController     : Ended get all projects by manager id controller
2024-06-17T01:19:19.842+05:30  INFO 8936 --- [Employee-Management-Portal] [http-nio-8080-exec-3] c.e.E.M.P.controller.AdminController     : Started get all projects by manager id controller
2024-06-17T01:19:19.847+05:30  INFO 8936 --- [Employee-Management-Portal] [http-nio-8080-exec-3] c.e.E.M.P.controller.AdminController     : Ended get all projects by manager id controller
2024-06-17T01:19:19.870+05:30  INFO 8936 --- [Employee-Management-Portal] [http-nio-8080-exec-9] c.e.E.M.P.controller.AdminController     : Started get all projects by manager id controller
2024-06-17T01:19:19.888+05:30  INFO 8936 --- [Employee-Management-Portal] [http-nio-8080-exec-9] c.e.E.M.P.controller.AdminController     : Ended get all projects by manager id controller
2024-06-17T01:19:19.988+05:30  INFO 8936 --- [Employee-Management-Portal] [http-nio-8080-exec-2] c.e.E.M.P.controller.AdminController     : Started get all projects by manager id controller
2024-06-17T01:19:20.006+05:30  INFO 8936 --- [Employee-Management-Portal] [http-nio-8080-exec-2] c.e.E.M.P.controller.AdminController     : Ended get all projects by manager id controller
2024-06-17T01:19:20.031+05:30  INFO 8936 --- [Employee-Management-Portal] [http-nio-8080-exec-4] c.e.E.M.P.controller.AdminController     : Started get all projects by manager id controller
2024-06-17T01:19:20.044+05:30  INFO 8936 --- [Employee-Management-Portal] [http-nio-8080-exec-4] c.e.E.M.P.controller.AdminController     : Ended get all projects by manager id controller
2024-06-17T01:19:20.137+05:30  INFO 8936 --- [Employee-Management-Portal] [http-nio-8080-exec-5] c.e.E.M.P.controller.AdminController     : Started get all projects by manager id controller
2024-06-17T01:19:20.139+05:30  INFO 8936 --- [Employee-Management-Portal] [http-nio-8080-exec-1] c.e.E.M.P.controller.AdminController     : Started get all projects by manager id controller
2024-06-17T01:19:20.147+05:30  INFO 8936 --- [Employee-Management-Portal] [http-nio-8080-exec-1] c.e.E.M.P.controller.AdminController     : Ended get all projects by manager id controller
2024-06-17T01:19:20.149+05:30  INFO 8936 --- [Employee-Management-Portal] [http-nio-8080-exec-5] c.e.E.M.P.controller.AdminController     : Ended get all projects by manager id controller
2024-06-17T01:19:20.171+05:30  INFO 8936 --- [Employee-Management-Portal] [http-nio-8080-exec-8] c.e.E.M.P.controller.AdminController     : Started get all projects by manager id controller
2024-06-17T01:19:20.178+05:30  INFO 8936 --- [Employee-Management-Portal] [http-nio-8080-exec-8] c.e.E.M.P.controller.AdminController     : Ended get all projects by manager id controller
2024-06-17T01:19:20.237+05:30  INFO 8936 --- [Employee-Management-Portal] [http-nio-8080-exec-7] c.e.E.M.P.controller.AdminController     : Started get all projects by manager id controller
2024-06-17T01:19:20.251+05:30  INFO 8936 --- [Employee-Management-Portal] [http-nio-8080-exec-7] c.e.E.M.P.controller.AdminController     : Ended get all projects by manager id controller
2024-06-17T01:19:21.368+05:30  INFO 8936 --- [Employee-Management-Portal] [http-nio-8080-exec-6] c.e.E.M.P.controller.AdminController     : Started get all projects controller
2024-06-17T01:19:21.431+05:30  INFO 8936 --- [Employee-Management-Portal] [http-nio-8080-exec-6] c.e.E.M.P.controller.AdminController     : Ended get all projects controller
2024-06-17T01:19:22.180+05:30  INFO 8936 --- [Employee-Management-Portal] [http-nio-8080-exec-10] c.e.E.M.P.controller.AdminController     : Started get all managers info controller
2024-06-17T01:19:22.193+05:30  INFO 8936 --- [Employee-Management-Portal] [http-nio-8080-exec-10] c.e.E.M.P.controller.AdminController     : Ended get all managers info controller
2024-06-17T01:19:23.181+05:30  INFO 8936 --- [Employee-Management-Portal] [http-nio-8080-exec-2] c.e.E.M.P.controller.AdminController     : Started get all projects controller
2024-06-17T01:19:23.242+05:30  INFO 8936 --- [Employee-Management-Portal] [http-nio-8080-exec-2] c.e.E.M.P.controller.AdminController     : Ended get all projects controller
2024-06-17T01:19:24.064+05:30  INFO 8936 --- [Employee-Management-Portal] [http-nio-8080-exec-4] c.e.E.M.P.controller.AdminController     : Started get all managers controller
2024-06-17T01:19:24.081+05:30  INFO 8936 --- [Employee-Management-Portal] [http-nio-8080-exec-4] c.e.E.M.P.controller.AdminController     : Ended get all managers controller
2024-06-17T01:19:24.113+05:30  INFO 8936 --- [Employee-Management-Portal] [http-nio-8080-exec-1] c.e.E.M.P.controller.AdminController     : Started get all projects by manager id controller
2024-06-17T01:19:24.115+05:30  INFO 8936 --- [Employee-Management-Portal] [http-nio-8080-exec-5] c.e.E.M.P.controller.AdminController     : Started get all projects by manager id controller
2024-06-17T01:19:24.118+05:30  INFO 8936 --- [Employee-Management-Portal] [http-nio-8080-exec-8] c.e.E.M.P.controller.AdminController     : Started get all projects by manager id controller
2024-06-17T01:19:24.119+05:30  INFO 8936 --- [Employee-Management-Portal] [http-nio-8080-exec-1] c.e.E.M.P.controller.AdminController     : Ended get all projects by manager id controller
2024-06-17T01:19:24.123+05:30  INFO 8936 --- [Employee-Management-Portal] [http-nio-8080-exec-5] c.e.E.M.P.controller.AdminController     : Ended get all projects by manager id controller
2024-06-17T01:19:24.139+05:30  INFO 8936 --- [Employee-Management-Portal] [http-nio-8080-exec-8] c.e.E.M.P.controller.AdminController     : Ended get all projects by manager id controller
2024-06-17T01:19:24.147+05:30  INFO 8936 --- [Employee-Management-Portal] [http-nio-8080-exec-7] c.e.E.M.P.controller.AdminController     : Started get all projects by manager id controller
2024-06-17T01:19:24.156+05:30  INFO 8936 --- [Employee-Management-Portal] [http-nio-8080-exec-7] c.e.E.M.P.controller.AdminController     : Ended get all projects by manager id controller
2024-06-17T01:19:24.179+05:30  INFO 8936 --- [Employee-Management-Portal] [http-nio-8080-exec-3] c.e.E.M.P.controller.AdminController     : Started get all projects by manager id controller
2024-06-17T01:19:24.195+05:30  INFO 8936 --- [Employee-Management-Portal] [http-nio-8080-exec-3] c.e.E.M.P.controller.AdminController     : Ended get all projects by manager id controller
2024-06-17T01:19:24.236+05:30  INFO 8936 --- [Employee-Management-Portal] [http-nio-8080-exec-6] c.e.E.M.P.controller.AdminController     : Started get all projects by manager id controller
2024-06-17T01:19:24.248+05:30  INFO 8936 --- [Employee-Management-Portal] [http-nio-8080-exec-6] c.e.E.M.P.controller.AdminController     : Ended get all projects by manager id controller
2024-06-17T01:19:24.319+05:30  INFO 8936 --- [Employee-Management-Portal] [http-nio-8080-exec-9] c.e.E.M.P.controller.AdminController     : Started get all projects by manager id controller
2024-06-17T01:19:24.326+05:30  INFO 8936 --- [Employee-Management-Portal] [http-nio-8080-exec-9] c.e.E.M.P.controller.AdminController     : Ended get all projects by manager id controller
2024-06-17T01:19:24.340+05:30  INFO 8936 --- [Employee-Management-Portal] [http-nio-8080-exec-10] c.e.E.M.P.controller.AdminController     : Started get all projects by manager id controller
2024-06-17T01:19:24.340+05:30  INFO 8936 --- [Employee-Management-Portal] [http-nio-8080-exec-2] c.e.E.M.P.controller.AdminController     : Started get all projects by manager id controller
